Nombre Local;Empresa Farmacéutica;Empresa RUT;Empresa Razón Social      ;Número;Tipo                         ;Dirección                                      ;Región;Comuna;Nro Resolución Apertura;Fecha Res.;Latitud;Longitud;Tipo Recetario;Alopática;Homeopática
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;417;FARMACIA PRIVADA;ARTURO PRAT Nº 651;BIOBIO;CONCEPCION;464;15/02/2002;-36,8290785;-73,0606348;SIN RECETARIO;SI;NO
FARMACIA  AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;221;FARMACIA PRIVADA;AVDA. JUAN SOLER MANFREDINI 51 LOCAL 114-115 MALL COSTANERA;LOS LAGOS;PUERTO MONTT;1930;08/10/2010;-41,4730157;-72,9375633;SIN RECETARIO;SI;NO
FARMACIA  AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;443;FARMACIA PRIVADA;AVDA. PARQUE INDUSTRIAL 400;LOS LAGOS;PUERTO MONTT;1931;08/10/2010;-41,4608313;-72,9500958;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;555;FARMACIA PRIVADA;GUILLERMO BUHLER 1799;LOS LAGOS;OSORNO;1394;28/11/2012;-40,5873366;-73,1269441;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;131;FARMACIA PRIVADA;O'HIGGINS N° 561;ATACAMA;COPIAPO;608;15/09/1998;-27,3662864;-70,3334619;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;132;FARMACIA PRIVADA;ARTURO PRAT N° 1100;ATACAMA;VALLENAR;412;13/06/2000;-28,5769305;-70,7585786;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;496;FARMACIA PRIVADA;AV. COPAYAPU N° 2296;ATACAMA;COPIAPO;4777;20/10/2011;-27,3834759;-70,3152579;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;312;FARMACIA PRIVADA;ESMERALDA Nº 723;LOS RIOS;LA UNION;1494;20/07/2010;-40,2944444;-73,08105556;SIN RECETARIO;SI;NO
FARMACIA AHUMADA L-209;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;209;FARMACIA PRIVADA;MANUEL MONTT 901;ARAUCANIA;TEMUCO;28715;29/10/2015;-38,73852688;-72,58893701;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;444;FARMACIA PRIVADA;BUERAS Nº 1400;LOS RIOS;VALDIVIA;1493;20/07/2010;-39,82735765;-73,23572159;SIN RECETARIO;SI;NO
FARMACIAS AHUMADA L-381;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;381;FARMACIA PRIVADA;AVENIDA ALEMANIA 01605;ARAUCANIA;TEMUCO;28712;29/10/2015;-38,7311333;-72,6214517;SIN RECETARIO;SI;NO
FARMACIA AHUMADA L-368;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;368;FARMACIA PRIVADA;HOCHSTETTER N°890;ARAUCANIA;TEMUCO;28713;29/10/2015;-38,73776059;-72,61725289;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;593;FARMACIA PRIVADA;PORTALES 3698. L1236;METROPOLITANA;SAN BERNARDO;90822;27/09/2013;-33,622261;-70,7005997;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0112;FARMACIA PRIVADA;21 de Mayo 359;ARICA;ARICA;1059;13/11/1997;-18,478643;-70,3183619;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0357;FARMACIA PRIVADA;18 de Septiembre 1402;ARICA;ARICA;434;10/04/2007;-18,4844634;-70,3071063;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;323;FARMACIA PRIVADA;PUDETO Nº289;LOS LAGOS;ANCUD;1934;08/10/2010;-41,8689651;-73,8260727;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;304;FARMACIA PRIVADA;SAN MARTIN 321;LOS LAGOS;CASTRO;1933;08/10/2010;-42,4826706;-73,7636375;SIN RECETARIO;SI;NO
FARMACIA  AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;450;FARMACIA PRIVADA;SAN FRANCISCO N°350;LOS LAGOS;PUERTO VARAS;1932;08/10/2010;-41,3178909;-72,9851825;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;213;FARMACIA PRIVADA;ELEUTERIO  RAMIREZ 981;LOS LAGOS;OSORNO;304;11/05/2001;-40,5731825;-73,1350991;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;447;FARMACIA PRIVADA;ERRAZURIZ 1358;LOS LAGOS;OSORNO;424;09/05/2007;-40,5731788;-73,12657;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;570;FARMACIA PRIVADA;VICUÑA MACKENNA 3361 LOCAL 2  INTERIOR SUPER-LIDER;METROPOLITANA;SAN JOAQUIN;99477;30/10/2013;-33,4835;-70,620789;SIN RECETARIO;SI;NO
FARMACIAS AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0373;FARMACIA PRIVADA;SARGENTO ALDEA N° 1089. PUERTO AYSEN;AYSEN;AYSEN;1204;21/12/2006;-45,403506;-72,69255;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;533;FARMACIA PRIVADA;ELEUTERIO RAMIREZ Nº 2092;ANTOFAGASTA;CALAMA;4372;17/11/2011;-22,4619083;-68,9269157;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;120;FARMACIA PRIVADA;LATORRE Nº 1979;ANTOFAGASTA;CALAMA;1729;28/04/2000;-22,4697914;-68,9249268;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;258;FARMACIA PRIVADA;AV. BALMACEDA Nº 3242, L-116;ANTOFAGASTA;CALAMA;3171;17/07/2002;-22,44866419;-68,92088413;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;435;FARMACIA PRIVADA;AV. BALMACEDA Nº 3242, INT. LIDER;ANTOFAGASTA;CALAMA;1990;02/05/2002;-22,45046886;-68,92138839;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;346;FARMACIA PRIVADA;AV. ANGAMOS Nº 745, LOCAL 2040;ANTOFAGASTA;ANTOFAGASTA;356;14/02/2006;-23,66764835;-70,40442342;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;569;FARMACIA PRIVADA;AV. UNIVERSIDAD DE ANTOFAGASTA Nº 2751;ANTOFAGASTA;ANTOFAGASTA;3438;22/08/2013;-23,69823057;-70,42218023;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;578;FARMACIA PRIVADA;CAPARROSA Nº355;ANTOFAGASTA;ANTOFAGASTA;2068;28/05/2013;-23,56486101;-70,39087584;SIN RECETARIO;SI;SI
FARMACIA AHUMADA L-320;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;320;FARMACIA PRIVADA;AV. ALEMANIA Nº 0671 L.2086;ARAUCANIA;TEMUCO;28708;29/10/2015;-38,73417037;-72,61122572;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;331;FARMACIA PRIVADA;LAUTARO Nº 84;ARAUCANIA;ANGOL;28716;29/10/2015;-37,79806516;-72,7064541;SIN RECETARIO;SI;NO
FARMACIA AHUMADA  L 340;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;340;FARMACIA PRIVADA;OHIGGINS Nº 412;ARAUCANIA;PUCON;28709;29/10/2015;-39,27597698;-71,97443389;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;492;FARMACIA PRIVADA;GRAL. LAGOS Nº 567;ARAUCANIA;VICTORIA;28710;29/10/2015;-38,23443301;-72,33275309;SIN RECETARIO;SI;NO
F. AHUMADA 231;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;231;FARMACIA PRIVADA;CAMILO HENRIQUEZ Nº555;ARAUCANIA;VILLARRICA;28707;29/10/2015;-39,2824414;-72,2278521;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;162;FARMACIA PRIVADA;CARRETERA EL COBRE N° 759;OHIGGINS;RANCAGUA;1802;09/05/2000;-34,18395938;-70,72506137;CENTRALIZADO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;585;FARMACIA PRIVADA;REGIMIENTO ARICA 6145 LOCAL 5;COQUIMBO;LA SERENA;1332;12/04/2013;-29,94911228;-71,26961012;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;134;FARMACIA PRIVADA;CORDOVEZ 651;COQUIMBO;LA SERENA;2692;07/09/1998;-29,90324096;-71,24799746;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;306;FARMACIA PRIVADA;BRASIL 765;COQUIMBO;LA SERENA;299;16/02/2005;-29,90138279;-71,24630162;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;137;FARMACIA PRIVADA;BALMACEDA 3463;COQUIMBO;LA SERENA;4801;30/12/1999;-29,93352575;-71,26026164;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;232;FARMACIA PRIVADA;A. SOLARI 1400 LOCAL A-158 A-161;COQUIMBO;LA SERENA;6200;20/12/2001;-29,91283587;-71,2588232;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;136;FARMACIA PRIVADA;V. MACKENNA 72 - 90;COQUIMBO;OVALLE;1286;12/04/1999;-30,6052776;-71,2072376;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;439;FARMACIA PRIVADA;AVDA. FCO. DE AGUIRRE 2 LOCAL 9 Y 10;COQUIMBO;LA SERENA;835;13/04/2007;-29,90106706;-71,25811174;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;400;FARMACIA PRIVADA;CARRETERA EL COBRE N°190;OHIGGINS;RANCAGUA;1319;11/09/2002;-34,18106599;-70,73014684;CENTRALIZADO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;474;FARMACIA PRIVADA;BALMACEDA 2154;COQUIMBO;LA SERENA;5396;21/09/2007;-29,92142938;-71,25498984;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;476;FARMACIA PRIVADA;CARRETERA EL COBRE N° 1002;OHIGGINS;RANCAGUA;298;01/02/2008;-34,18697693;-70,71965404;CENTRALIZADO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;163;FARMACIA PRIVADA;MANUEL RODRIGUEZ N° 902;OHIGGINS;SAN FERNANDO;2812;17/07/2000;-34,588039;-70,985126;CENTRALIZADO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;470;FARMACIA PRIVADA;GERMAN RIESCO N° 698;OHIGGINS;SAN VICENTE;3255;05/12/2007;-34,4403123;-71,07589828;CENTRALIZADO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;236;FARMACIA PRIVADA;RAFAEL CASANOVA N°104;OHIGGINS;SANTA CRUZ;403;08/02/2002;-34,64091106;-71,36635699;CENTRALIZADO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;274;FARMACIA PRIVADA;CARLOS CONDELL N°100, LOCAL 1.;OHIGGINS;RENGO;1320;13/09/2002;-34,4089948;-70,8608876;CENTRALIZADO;NO;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;355;FARMACIA PRIVADA;AV. BALMACEDA Nº 2408;ANTOFAGASTA;ANTOFAGASTA;3401;30/10/2007;-23,64686;-70,40131182;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;121;FARMACIA PRIVADA;ARTURO PRAT Nº 605;ANTOFAGASTA;ANTOFAGASTA;5285;26/11/1997;-23,64877227;-70,39654509;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;122;FARMACIA PRIVADA;MAIPÚ Nº 689;ANTOFAGASTA;ANTOFAGASTA;28;06/01/1998;-23,65094171;-70,3975236;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;123;FARMACIA PRIVADA;AV. ARGENTINA Nº 1105;ANTOFAGASTA;ANTOFAGASTA;5751;28/12/1998;-23,66510149;-70,39876377;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;124;FARMACIA PRIVADA;ZENTENO Nº 21, INTERIOR LIDER;ANTOFAGASTA;ANTOFAGASTA;5017;17/11/1998;-23,63658035;-70,39598647;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;576;FARMACIA PRIVADA;HIJUELAS N°3 ( SERVICENTRO RUTA 5 SUR);OHIGGINS;SAN FRANCISCO DE MOSTAZAL;2953;14/06/2013;-33,96883841;-70,70863546;CENTRALIZADO;NO;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;535;FARMACIA PRIVADA;AVENIDA SAN JUAN N°133 LOCALES B Y C;OHIGGINS;MACHALI;16632;29/11/2011;-34,1771543;-70,6984606;;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;334;FARMACIA PRIVADA;ARTURO PRAT N° 2405;MAULE;SAN JAVIER;3454;28/07/2010;-35,5951958;-71,7308426;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;361;FARMACIA PRIVADA;ANIBAL PINTO N°640;MAULE;PARRAL;379;16/02/2007;-36,140571;-71,82384;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;318;FARMACIA PRIVADA;VICTORIA N° 501;MAULE;CAUQUENES;1959;07/06/2010;-35,967629;-72,317787;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;480;FARMACIA PRIVADA;INDEPENDENCIA N° 611;MAULE;LINARES;95;15/01/2008;-35,846789;-71,594347;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;404;FARMACIA PRIVADA;AV. ANIBAL LEÓN BUSTOS N° 280;MAULE;LINARES;485;08/03/2007;-35,8446962;-71,6087218;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;171;FARMACIA PRIVADA;INDEPENDENCIA N° 535;MAULE;LINARES;527;30/04/1997;-35,846524;-71,595831;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;349;FARMACIA PRIVADA;JESUS PONS N° 409;MAULE;CURICO;3452;28/07/2010;-34,98580443;-71,22672395;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;172;FARMACIA PRIVADA;PEÑA N° 724;MAULE;CURICO;3449;28/07/2010;-34,98358181;-71,24168119;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;515;FARMACIA PRIVADA;1 NORTE Nº 1472;MAULE;TALCA;3447;28/07/2010;-35,42694962;-71,65565502;SIN RECETARIO;SI;SI
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;567;FARMACIA PRIVADA;GUILLERMO ULRIKSEN 3128;COQUIMBO;LA SERENA;1049;22/03/2013;-29,9443037;-71,24213728;SIN RECETARIO;SI;NO
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;170;FARMACIA PRIVADA;1 SUR Nº 1399;MAULE;TALCA;3446;28/07/2010;-35,42781056;-71,65708188;SIN RECETARIO;SI;SI
FARMACIA AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;581;FARMACIA PRIVADA;EL ARENAL N°411 LOCAL 1027;MAULE;TALCA;2887;26/06/2013;-35,42910973;-71,67220704;SIN RECETARIO;SI;SI
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;561;FARMACIA PRIVADA;MAR TIRRENO 3349. LOCAL 9. MALL PASEO QUILIN;METROPOLITANA;PEÑALOLEN;179062;31/12/2013;-33,485827;-70,576948;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;586;FARMACIA PRIVADA;AV. JORGE ALESSANDRI 3177. L BT108,112,116,120 Y 124;BIOBIO;TALCAHUANO;130;08/01/2014;-36,79110498;-73,06805206;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;597;FARMACIA PRIVADA;AV. LARRAIN 5862. LOCAL S-1092/S-1096. MALL PLAZA EGAÑA;METROPOLITANA;LA REINA;6237;27/01/2014;-33,453393;-70,569373;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;2;FARMACIA PRIVADA;AV. BILBAO 4144;METROPOLITANA;LAS CONDES;12345;18/02/2014;-33,431226;-70,57875;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;607;FARMACIA PRIVADA;HUERFANOS 811;METROPOLITANA;SANTIAGO;9089;10/02/2014;-33,439284;-70,648337;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;21;FARMACIA PRIVADA;SANTA MARIA MANQUEHUE 6938;METROPOLITANA;VITACURA;12345;01/04/2014;-33,37686;-70,570189;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0566;FARMACIA PRIVADA;DEL ALHELÍ Nº 2011;VALPARAISO;QUILPUE;1873;30/12/2013;-33,0549799;-71,426163;;SI;SI
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;589;FARMACIA PRIVADA;AV. PEDRO AGUIRRE CERDA Nº9400;ANTOFAGASTA;ANTOFAGASTA;2835;12/05/2014;-23,5776499;-70,390766;SIN RECETARIO;SI;SI
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;550;FARMACIA PRIVADA;WALKER MARTINEZ 3600. LOCAL 1;METROPOLITANA;LA FLORIDA;1411;21/04/2014;-33,522238;-70,556499;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0669;FARMACIA PRIVADA;CAMINO TRONCAL 1591, VILLA ALEMANA;VALPARAISO;VILLA ALEMANA;787;20/07/2016;-33,0478126;-71,34839551;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;551;FARMACIA PRIVADA;AMERICO VESPUCIO 1501. LOCAL 102;METROPOLITANA;CERRILLOS;2141;25/06/2014;-33,515708;-70,715736;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;603;FARMACIA PRIVADA;SERRANO 395. LOCAL 13;METROPOLITANA;MELIPILLA;2856;20/08/2014;-33,684943;-71,213897;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;644;FARMACIA PRIVADA;JOSE MANUEL BALMACEDA 124. LOCAL 1;METROPOLITANA;BUIN;2943;26/08/2014;-33,733441;-70,73803;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;595;FARMACIA PRIVADA;AV. PRESIDENTE JORGE ALESSANDRI 20040. MALL PLAZA SUR;METROPOLITANA;SAN BERNARDO;12345;11/01/2014;-33,632683;-70,712988;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;618;FARMACIA PRIVADA;GERÓNIMO DE ALDERETE 1291;METROPOLITANA;VITACURA;4035;05/09/2014;-33,391606;-70,562988;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;630;FARMACIA PRIVADA;AV. JOSE PEDRO ALESSANDRI 1166. LOCAL 4014. PORTAL ÑUÑOA;METROPOLITANA;ÑUÑOA;5580;29/10/2014;-33,464859;-70,598253;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;629;FARMACIA PRIVADA;JOSE ALCALDE DELANO 12205. LOCAL 21. CLINICA ALEMANA;METROPOLITANA;LO BARNECHEA;12345;11/01/2014;-33,354405;-70,526413;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;611;FARMACIA PRIVADA;AV. CIRCUNVALACIÓN ORIENTE Nº1055 LOCALES 101-102-103;MAULE;TALCA;4499;17/12/2014;-35,42726632;-71,62636334;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;0625;FARMACIA PRIVADA;ESTRELLA DE CHILE 191 L-1 Y 3;VALPARAISO;QUINTERO;2760;04/12/2014;-32,78544853;-71,52731514;CENTRALIZADO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;614;FARMACIA PRIVADA;AV. LA DEHESA 1445. L-1020. INTERIOR PORTAL LA DEHESA;METROPOLITANA;LO BARNECHEA;9777;01/12/2014;-33,359899;-70,516457;SIN RECETARIO;SI;NO
FARMACIA AHUMADA L-448;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;448;FARMACIA PRIVADA;AV. GABRIELA MISTRAL 02621 L.1;ARAUCANIA;TEMUCO;28711;29/10/2015;-38,73526871;-72,64048126;SIN RECETARIO;SI;NO
FARMACIA AHUMADA L-622;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;622;FARMACIA PRIVADA;LOS PABLOS N°1880;ARAUCANIA;TEMUCO;28717;29/10/2015;-38,74454392;-72,63775151;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;620;FARMACIA PRIVADA;CAMINO CHICUREO 130. STRIP CENTER PUERTAS DE CHICUREO;METROPOLITANA;COLINA;123456;14/01/2015;-33,285642;-70,680653;SIN RECETARIO;SI;NO
AHUMADA;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;34;FARMACIA PRIVADA;ISABEL LA CATOLICA 6072;METROPOLITANA;LAS CONDES;123456;19/01/2015;-33,425263;-70,564374;SIN RECETARIO;SI;NO
FARMACIA AHUMADA L-604;FARMACIAS AHUMADA S.P.A.;76.378.831-8;FARMACIAS AHUMADA S.P.A.;604;FARMACIA PRIVADA;BARROS ARANA N°308 L.3;ARAUCANIA;TEMUCO;28718;29/10/2015;-38,73226462;-72,57408634;SIN RECETARIO;SI;NO
